row ID	IDs	Majority IDs	names	Gene names	logFc	Pval
Row595	O75940	O75940	Survival of motor neuron-related-splicing factor 30	SMNDC1	-0.5256949308513796	0.2737657967139691
Row596	O75947	O75947	ATP synthase subunit d, mitochondrial	ATP5H	-0.5990136421886447	0.03123263081488369
Row597	O75955	O75955	Flotillin-1	FLOT1	-0.39823225396938966	0.03007673475578519
Row598	O75964	O75964	ATP synthase subunit g, mitochondrial	ATP5L	-1.085305892061296	0.0013641607934109616
Row599	O75995	O75995	SAM and SH3 domain-containing protein 3	SASH3	-0.6373458892773307	0.019070872713894512
Row600	O76003	O76003	Glutaredoxin-3	GLRX3	-0.28385523344230634	0.0652762534249303
Row601	O76021	O76021	Ribosomal L1 domain-containing protein 1	RSL1D1	-0.5603367053907036	0.01942553838205313
Row602	O76031	O76031	ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial	CLPX	-1.3286010975951719	0.1367217932041273
Row603	O76071	O76071	Probable cytosolic iron-sulfur protein assembly protein CIAO1	CIAO1	0.2769175947937974	0.6796580014914716
Row604	O76094	O76094	Signal recognition particle subunit SRP72	SRP72	-1.054668694209255	0.04941560179381357
Row605	O80448	O80448	Pyridoxal 5-phosphate synthase subunit PDX1.1	PDX11	NA	NA
Row606	O80477;O80474	O80477;O80474	Methylesterase 3;Methylesterase 4	MES3;MES4	NA	NA
Row607	O80501;Q9LV79;Q9SID8;Q9LFT9;Q9SMR4;Q14964	O80501	Ras-related protein RABH1b	RABH1B	NA	NA
Row608	O80503	O80503	NA	At2g44640	NA	NA
Row609	O80526	O80526	ATP-citrate synthase alpha chain protein 3	ACLA-3	2.6971132639713105	1.7443564366930982E-4
Row610	O80565	O80565	Outer envelope pore protein 37, chloroplastic	OEP37	1.763010168461225	0.07150142420165259
Row611	O80575	O80575	6,7-dimethyl-8-ribityllumazine synthase, chloroplastic	NA	NA	NA
Row612	O80576	O80576	NA	At2g44060	4.554992718108775	5.406540967018175E-5
Row613	O80585	O80585	Methylenetetrahydrofolate reductase 2	MTHFR2	5.139202199447503	0.00301054329875483
Row614	O80634	O80634	Photosynthetic NDH subunit of lumenal location 1, chloroplastic	PNSL1	NA	NA
Row615	O80763	O80763	Probable nucleoredoxin 1	NA	NA	NA
Row616	Q8RWJ5;O80774	Q8RWJ5;O80774	NA	At1g29310;At2g34250	NA	NA
Row617	O80796	O80796	Membrane-associated protein VIPP1, chloroplastic	VIPP1	NA	NA
Row618	O80837	O80837	Remorin	DBP	NA	NA
Row619	O80840;Q92871	O80840	Phosphomannomutase	PMM	NA	NA
Row620	O80845;Q9LQ73	O80845;Q9LQ73	Peroxisomal membrane protein 11D;Peroxisomal membrane protein 11C	PEX11D;PEX11C	3.7873036188509808	3.8314214837015344E-5
Row621	O80852	O80852	Glutathione S-transferase F9	GSTF9	2.9591670914474903	2.1516363819810757E-5
Row622	O80860	O80860	ATP-dependent zinc metalloprotease FTSH 2, chloroplastic	FTSH2	4.113112913423539	2.7500239650064754E-5
Row623	O80912;Q9LVL1;P24102;Q9FX85	O80912;Q9LVL1;P24102;Q9FX85	Peroxidase 23;Peroxidase 68;Peroxidase 22;Peroxidase 10	PER23;PER68;PER22;PER10	2.659057206908553	2.092253510873666E-5
Row624	O80934	O80934	Uncharacterized protein At2g37660, chloroplastic	NA	NA	NA
Row625	O80988	O80988	Glycine dehydrogenase (decarboxylating) 2, mitochondrial	GLDP2	3.9199579616179854	2.9085609281666124E-4
Row626	O81024	O81024	Probable ethanolamine kinase	EMB1187	3.0712936282007064	7.647740005592699E-5
Row627	O81146	O81146	Proteasome subunit alpha type-6-A	PAA1	2.3121090442320096	0.03569870157149204
Row628	O81148;F4JJE5	O81148	Proteasome subunit alpha type-4-A	PAC1	NA	NA
Row629	Q9XI05;O81153	Q9XI05;O81153	Proteasome subunit beta type-3-A;Proteasome subunit beta type-3-B	PBC1;PBC2	3.2231192514232134	0.0022582700352807208
Row630	O81235	O81235	Superoxide dismutase [Mn] 1, mitochondrial	MSD1	NA	NA
Row631	O81283	O81283	Translocase of chloroplast 159, chloroplastic	TOC159	-2.7827942048488765	0.009593481972376966
Row632	O81439	O81439	Probable plastid-lipid-associated protein 1, chloroplastic	PAP1	NA	NA
Row633	O81629	O81629	NA	F8M12.21	NA	NA
Row634	O81644;O81645	O81644	Villin-2	VLN2	NA	NA
Row635	Q9LD28;O81826;Q9C681;Q9LHQ5	Q9LD28;O81826;Q9C681;Q9LHQ5	Histone H2A.6;Probable histone H2A.3;Probable histone H2A.1;Probable histone H2A.2	RAT5	NA	NA
Row636	O81845	O81845	Mitochondrial uncoupling protein 1	PUMP1	NA	NA
Row637	O82089	O82089	Copper transport protein CCH	CCH	NA	NA
Row638	O82204	O82204	60S ribosomal protein L28-1	RPL28A	NA	NA
Row639	O82209;Q9STR3	O82209	NA	NA	NA	NA
Row640	Q94B52;O82234	Q94B52;O82234	Translation initiation factor IF-3	T10C21.40;At2g24060	NA	NA
Row641	O82291	O82291	Probable plastid-lipid-associated protein 3, chloroplastic	PAP3	5.106559676879385	8.506581073931044E-5
Row642	O82299	O82299	NA	NA	NA	NA
Row643	O82399	O82399	Probable malate dehydrogenase, glyoxysomal	NA	NA	NA
Row644	O82462	O82462	NA	NA	0.25721500659382457	0.2721316548181732
Row645	O82498	O82498	Dirigent protein 12	DIR12	NA	NA
Row646	O82514;F4KAP2	O82514	Adenylate kinase 4	ADK1	NA	NA
Row647	Q93V56;O82597	Q93V56;O82597	Soluble inorganic pyrophosphatase 1;Soluble inorganic pyrophosphatase 5	PPA1;PPA5	NA	NA
Row648	O82628	O82628	V-type proton ATPase subunit G1	VHA-G1	NA	NA
Row649	O82660	O82660	Photosystem II stability/assembly factor HCF136, chloroplastic	HCF136	5.978077079296121	0.0027521756274240883
Row650	O82662	O82662	Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial	NA	4.531368459889549	1.7611807246842483E-5
Row651	O82663	O82663	Succinate dehydrogenase [ubiquinone] flavoprotein subunit 1, mitochondrial	SDH1-1	NA	NA
Row652	O82790;A0A1P8ARS3;Q9C5D0;Q9FZH5;Q4V389	O82790	NA	At2g45990	3.0908662695154767	0.0016698312907151643
Row653	O94768	O94768	Serine/threonine-protein kinase 17B	STK17B	NA	NA
Row654	O94776	O94776	Metastasis-associated protein MTA2	MTA2	-0.7071085261245891	0.01301353448711182
Row655	O94804	O94804	Serine/threonine-protein kinase 10	STK10	-1.1980740349290997	0.0011176057387213697
Row656	O94806	O94806	Serine/threonine-protein kinase D3	PRKD3	-0.7021014099493961	0.07030632036388273
Row657	O94826	O94826	Mitochondrial import receptor subunit TOM70	TOMM70A	-0.7170925031581774	0.005839954131724387
Row658	O94832	O94832	Unconventional myosin-Id	MYO1D	NA	NA
Row659	O94842;O94900;O15405	O94842	TOX high mobility group box family member 4	TOX4	NA	NA
Row660	O94855	O94855	Protein transport protein Sec24D	SEC24D	-1.5154344782574398	0.05731119002269137
Row661	O94868	O94868	F-BAR and double SH3 domains protein 2	FCHSD2	-0.6215150713033779	0.09161460268682858
Row662	O94874	O94874	E3 UFM1-protein ligase 1	UFL1	-1.4059517245723114	0.017036446080317316
Row663	O94886	O94886	CSC1-like protein 1	TMEM63A	-0.946736607326315	0.0029999212061734017
Row664	O94888	O94888	UBX domain-containing protein 7	UBXN7	-0.9120057472328895	0.0029540109682351257
Row665	O94901	O94901	SUN domain-containing protein 1	SUN1	-1.2721965974206562	0.04278452394649697
Row666	O94903	O94903	Proline synthase co-transcribed bacterial homolog protein	PROSC	-0.910978795090621	0.0075189706801000655
Row667	O94905	O94905	Erlin-2	ERLIN2	-0.5945653490556779	0.011592777659502068
Row668	O94906	O94906	Pre-mRNA-processing factor 6	PRPF6	-0.970267538086798	0.04058279749979152
Row669	O94915	O94915	Protein furry homolog-like	FRYL	0.16587920360589692	0.8294521530543854
Row670	O94925	O94925	Glutaminase kidney isoform, mitochondrial	GLS	-0.26835223874142144	0.10215925793957624
Row671	O94973	O94973	AP-2 complex subunit alpha-2	AP2A2	0.18086633176132239	0.8228872671532268
Row672	O94979	O94979	Protein transport protein Sec31A	SEC31A	-0.9761086781470283	0.021052418565733165
Row673	O95070	O95070	Protein YIF1A	YIF1A	-0.30409674377359863	0.1419210455630617
Row674	O95071	O95071	E3 ubiquitin-protein ligase UBR5	UBR5	-1.5948960638016842	0.009015389507138684
Row675	O95081	O95081	Arf-GAP domain and FG repeat-containing protein 2	AGFG2	-1.4876058604758668	0.019650653022664496
Row676	O95104;Q9UPN6	O95104	Splicing factor, arginine/serine-rich 15	SCAF4	-1.259805691321084	0.001522391143224344
Row677	O95139	O95139	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6	NDUFB6	-1.2229050379844857	0.1734257374296507
Row678	O95159	O95159	Zinc finger protein-like 1	ZFPL1	NA	NA
Row679	O95163	O95163	Elongator complex protein 1	IKBKAP	-1.236884432441034	0.18856894621495007
Row680	O95168	O95168	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4	NDUFB4	-1.2957423715303982	0.1382263618992348
Row681	O95169	O95169	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial	NDUFB8	NA	NA
Row682	O95182	O95182	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7	NDUFA7	NA	NA
Row683	O95202;Q2VYF4	O95202	LETM1 and EF-hand domain-containing protein 1, mitochondrial	LETM1	-1.5196666103184704	0.005017496461924511
Row684	O95218	O95218	Zinc finger Ran-binding domain-containing protein 2	ZRANB2	-0.6093028726150109	0.006826277294834563
Row685	O95229	O95229	ZW10 interactor	ZWINT	NA	NA
Row686	O95232;P50151;P46019	O95232	Luc7-like protein 3	LUC7L3	-0.7653019725940595	0.016257612492163766
Row687	O95239;Q2VIQ3	O95239	Chromosome-associated kinesin KIF4A	KIF4A	-0.931535078476049	0.12439514358491369
Row688	O95249	O95249	Golgi SNAP receptor complex member 1	GOSR1	-0.02074069886490193	0.9261260069004945
Row689	O95251	O95251	Histone acetyltransferase KAT7	KAT7	-0.7030476391907285	0.12250950670241632
Row690	O95292	O95292	Vesicle-associated membrane protein-associated protein B/C	VAPB	-0.9883119074340634	0.1561850155515111
Row691	O95295	O95295	SNARE-associated protein Snapin	SNAPIN	-0.23554248807970168	0.5933503290742783
Row692	O95297	O95297	Myelin protein zero-like protein 1	MPZL1	0.16331395102860213	0.7267164397107468
Row693	O95299	O95299	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	NDUFA10	-2.982794088725818	0.001222928379711039
Row694	O95319	O95319	CUGBP Elav-like family member 2	CELF2	-0.7803361199995607	0.04591138280931852
Row695	O95336	O95336	6-phosphogluconolactonase	PGLS	-0.6552671588926096	0.008339884161313125
Row696	O95347	O95347	Structural maintenance of chromosomes protein 2	SMC2	-0.9235839082569832	0.005903054476163041
Row697	O95372	O95372	Acyl-protein thioesterase 2	LYPLA2	-0.5006065870711538	0.3280229672035222
Row698	O95373	O95373	Importin-7	IPO7	-0.4048372968050842	0.10399574785506706
Row699	O95376	O95376	E3 ubiquitin-protein ligase ARIH2	ARIH2	NA	NA
Row700	O95379	O95379	Tumor necrosis factor alpha-induced protein 8	TNFAIP8	-1.1898383850944114	0.006901211632735294
Row701	O95394	O95394	Phosphoacetylglucosamine mutase	PGM3	NA	NA
Row702	O95399	O95399	Urotensin-2	UTS2	-0.4785939762963345	0.013692336442553556
Row703	O95400	O95400	CD2 antigen cytoplasmic tail-binding protein 2	CD2BP2	NA	NA
Row704	O95429	O95429	BAG family molecular chaperone regulator 4	BAG4	NA	NA
Row705	O95433	O95433	Activator of 90 kDa heat shock protein ATPase homolog 1	AHSA1	-0.7381091680777985	0.031181034687678633
Row706	O95453	O95453	Poly(A)-specific ribonuclease PARN	PARN	0.10010432992349294	0.8441254049623786
Row707	O95456	O95456	Proteasome assembly chaperone 1	PSMG1	-1.4700850147355524	0.004583424070520513
Row708	O95466;Q8IVF7;Q96PY5	O95466	Formin-like protein 1	FMNL1	-0.6572792837223709	0.016117362990424072
Row709	O95478;Q9FNH2	O95478	Ribosome biogenesis protein NSA2 homolog	NSA2	-1.190694478842783	0.027798716011099334
Row710	O95486	O95486	Protein transport protein Sec24A	SEC24A	-1.169767185981442	0.17939852057088207
Row711	O95487	O95487	Protein transport protein Sec24B	SEC24B	-0.9646608635747924	0.15492569944061543
Row712	O95562	O95562	Vesicle transport protein SFT2B	SFT2D2	-0.7967935642481159	0.008171600990748606
Row713	O95563	O95563	Mitochondrial pyruvate carrier 2	MPC2	-1.1009601717189028	0.3618760002416499
Row714	O95571	O95571	Persulfide dioxygenase ETHE1, mitochondrial	ETHE1	-1.8471278850626796	0.009565993875254886
Row715	O95573	O95573	Long-chain-fatty-acid--CoA ligase 3	ACSL3	-0.6109008174199353	0.04949212061012215
Row716	O95602	O95602	DNA-directed RNA polymerase I subunit RPA1	POLR1A	-1.3165448744730774	0.031004132564111175
Row717	O95639	O95639	Cleavage and polyadenylation specificity factor subunit 4	CPSF4	NA	NA
Row718	O95671	O95671	N-acetylserotonin O-methyltransferase-like protein	ASMTL	-1.4093911249295807	0.001396367453668275
Row719	O95674	O95674	Phosphatidate cytidylyltransferase 2	CDS2	NA	NA
Row720	O95747;Q9UEW8	O95747	Serine/threonine-protein kinase OSR1	OXSR1	-0.9182854640131453	0.0032157719207737507
Row721	O95757	O95757	Heat shock 70 kDa protein 4L	HSPA4L	-0.6629346771013402	0.020805174864541955
Row722	O95758;Q9UKA9	O95758	Polypyrimidine tract-binding protein 3	PTBP3	-1.461770198824027	0.061135334068786476
Row723	O95777	O95777	U6 snRNA-associated Sm-like protein LSm8	LSM8	-0.46455894855334634	0.26616527423047587
Row724	O95782	O95782	AP-2 complex subunit alpha-1	AP2A1	-0.5964837434755594	0.006128909386082198
Row725	O95785	O95785	Protein Wiz	WIZ	-0.850311270269966	0.008210897866056876
Row726	O95793	O95793	Double-stranded RNA-binding protein Staufen homolog 1	STAU1	-0.9302423395544572	0.014052909268611163
Row727	O95801	O95801	Tetratricopeptide repeat protein 4	TTC4	-0.8583177024327995	0.5443441985606239
Row728	O95807	O95807	Transmembrane protein 50A	TMEM50A	-0.5167161872799717	0.31652369339419306
Row729	O95816	O95816	BAG family molecular chaperone regulator 2	BAG2	0.4281608838128683	0.2071356081606823
Row730	O95831	O95831	Apoptosis-inducing factor 1, mitochondrial	AIFM1	-0.36657753765546275	0.06422046305949815
Row731	O95834	O95834	Echinoderm microtubule-associated protein-like 2	EML2	-0.5421654428578186	0.2745296497134631
Row732	O95861	O95861	3(2),5-bisphosphate nucleotidase 1	BPNT1	-0.5296228528500784	0.013179434491577106
Row733	O95864;O60427	O95864	Fatty acid desaturase 2	FADS2	-0.001733514254155466	0.9940685361667988
Row734	O95881	O95881	Thioredoxin domain-containing protein 12	TXNDC12	-0.511987333361585	0.06286473022700659
Row735	O95926	O95926	Pre-mRNA-splicing factor SYF2	SYF2	NA	NA
Row736	O95983	O95983	Methyl-CpG-binding domain protein 3	MBD3	0.8760969363957507	0.17432633666857633
Row737	O95999	O95999	B-cell lymphoma/leukemia 10	BCL10	-2.542621315162254	0.11109787515782395
Row738	O96000	O96000	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10	NDUFB10	-0.6257768882219743	0.4469779421091564
Row739	O96005	O96005	Cleft lip and palate transmembrane protein 1	CLPTM1	-1.4271788583923808	0.05187555256526552
Row740	O96008	O96008	Mitochondrial import receptor subunit TOM40 homolog	TOMM40	-1.0181064037227223	0.05723316969731346
Row741	O96011	O96011	Peroxisomal membrane protein 11B	PEX11B	-0.2077278874410844	0.7561600923518484
Row742	O96019;O94805	O96019	Actin-like protein 6A	ACTL6A	-0.32898567415801594	0.29424924842760797
Row743	O96028	O96028	Histone-lysine N-methyltransferase NSD2	WHSC1	-1.8445188396241399	0.01152248691567905
Row744	P00167	P00167	Cytochrome b5	CYB5A	-0.6732924986860453	0.010530558099678847
Row745	P00338	P00338	L-lactate dehydrogenase A chain	LDHA	-0.5344720392451521	0.013282820997015755
Row746	P00367;P49448	P00367;P49448	Glutamate dehydrogenase 1, mitochondrial;Glutamate dehydrogenase 2, mitochondrial	GLUD1;GLUD2	-1.9834441903115838	0.003028443065597549
Row747	P00374;Q86XF0	P00374	Dihydrofolate reductase	DHFR	-1.5130039445245203	0.042065137455523406
Row748	P00387	P00387	NADH-cytochrome b5 reductase 3;NADH-cytochrome b5 reductase 3 membrane-bound form;NADH-cytochrome b5 reductase 3 soluble form	CYB5R3	-0.6324590625995548	0.027294068836213603
Row749	P00390	P00390	Glutathione reductase, mitochondrial	GSR	-0.3244524725829301	0.0737862523802345
Row750	P00395	P00395	Cytochrome c oxidase subunit 1	MT-CO1	NA	NA
Row751	P00403	P00403	Cytochrome c oxidase subunit 2	MT-CO2	-0.7257584644299975	0.031133902909967072
Row752	P00414	P00414	Cytochrome c oxidase subunit 3	MT-CO3	0.33341057877797553	0.20263500199463966
Row753	P00439	P00439	Phenylalanine-4-hydroxylase	PAH	NA	NA
Row754	P00441	P00441	Superoxide dismutase [Cu-Zn]	SOD1	-0.8749094929326091	0.01770496961164097
Row755	P00491	P00491	Purine nucleoside phosphorylase	PNP	-0.526509630149846	0.012778151502698587
Row756	P00492;Q9NRG1	P00492	Hypoxanthine-guanine phosphoribosyltransferase	HPRT1	-0.5183861488910644	0.013321914446283304
Row757	P00505;Q9M884	P00505	Aspartate aminotransferase, mitochondrial	GOT2	-0.5874018832123014	0.0295862729922442
Row758	P00558	P00558	Phosphoglycerate kinase 1	PGK1	-0.4322721514644563	0.016095649090559935
Row759	P00813	P00813	Adenosine deaminase	ADA	NA	NA
Row760	P00846;Q93Z34	P00846;Q93Z34	ATP synthase subunit a	MT-ATP6;At2g24280	-0.12192411398825698	0.5345630467184553
Row761	P01111;P01116;P01112	P01111;P01116;P01112	GTPase NRas;GTPase KRas;GTPase KRas, N-terminally processed;GTPase HRas;GTPase HRas, N-terminally processed	NRAS;KRAS;HRAS	-1.019761987605122	0.01596953702512226
Row762	P01591	P01591	Immunoglobulin J chain	IGJ	-0.8135850170079699	0.015851482101235312
Row763	P01834	P01834	Ig kappa chain C region	IGKC	-0.41136461366949106	0.0384870101004146
Row764	P01857;P01861;P01870-cRAP;P01859	P01857	Ig gamma-1 chain C region	IGHG1	-0.13072712882741655	0.6704389515653022
Row765	P01860	P01860	Ig gamma-3 chain C region	IGHG3	-0.4192170535720372	0.6230140806461419
Row766	P01871	P01871	Ig mu chain C region	IGHM	-0.8095121916149566	0.0026465671216534853
Row767	P01891;REV__O65403	P01891	HLA class I histocompatibility antigen, A-68 alpha chain	HLA-A	-0.5690892883690353	0.0076160015456753155
Row768	P01893	P01893	Putative HLA class I histocompatibility antigen, alpha chain H	HLA-H	0.2890672579916682	0.7415918305362238
Row769	P01903	P01903	HLA class II histocompatibility antigen, DR alpha chain	HLA-DRA	-0.4647983864233005	0.011494338166434373
Row770	P01906	P01906	HLA class II histocompatibility antigen, DQ alpha 2 chain	HLA-DQA2	-0.40288806589403237	0.049897468665738715
Row771	P01909	P01909	HLA class II histocompatibility antigen, DQ alpha 1 chain	HLA-DQA1	-0.21498959298925868	0.3634999387217817
Row772	P01911	P01911	HLA class II histocompatibility antigen, DRB1-15 beta chain	HLA-DRB1	-0.8490665184965565	0.0023418412091745244
Row773	P01920;P05538	P01920	HLA class II histocompatibility antigen, DQ beta 1 chain	HLA-DQB1	-0.5067346801401484	0.009208013649795262
Row774	P68871;P02042;P69892;P69891;P02100	P68871;P02042;P69892;P69891;P02100	Hemoglobin subunit beta;LVV-hemorphin-7;Spinorphin;Hemoglobin subunit delta;Hemoglobin subunit gamma-2;Hemoglobin subunit gamma-1;Hemoglobin subunit epsilon	HBB;HBD;HBG2;HBG1;HBE1	-0.6745355110833806	0.06379316082931451
Row775	P02545;REV__Q5VX52	P02545	Prelamin-A/C;Lamin-A/C	LMNA	-0.5740450450031531	0.009696377027403549
Row776	P02765	P02765	Alpha-2-HS-glycoprotein;Alpha-2-HS-glycoprotein chain A;Alpha-2-HS-glycoprotein chain B	AHSG	-0.2952046761557554	0.31736401929486446
Row777	P02786;REV__Q8L4B0;Q9UP52	P02786	Transferrin receptor protein 1;Transferrin receptor protein 1, serum form	TFRC	-0.554796963270217	0.012808081604437785
Row778	P03915	P03915	NADH-ubiquinone oxidoreductase chain 5	MT-ND5	NA	NA
Row779	P03928	P03928	ATP synthase protein 8	MT-ATP8	-0.6822513995116744	0.18212859297974998
Row780	P04004	P04004	Vitronectin;Vitronectin V65 subunit;Vitronectin V10 subunit;Somatomedin-B	VTN	-0.5749686446491111	0.05717064736743873
Row781	P04040	P04040	Catalase	CAT	-1.3025098900954397	0.0022373741958849175
Row782	P04049	P04049	RAF proto-oncogene serine/threonine-protein kinase	RAF1	-1.371512149756299	0.35449310221873903
Row783	P04066	P04066	Tissue alpha-L-fucosidase	FUCA1	0.17354140886318703	0.3581929131090339
Row784	P04075;P05062	P04075	Fructose-bisphosphate aldolase A	ALDOA	-0.5868082988409746	0.03061807080355724
Row785	P04080	P04080	Cystatin-B	CSTB	-1.0782626287427455	0.0036424992375219795
Row786	P04150	P04150	Glucocorticoid receptor	NR3C1	-0.6041950534458387	0.5034083196892085
Row787	P04179	P04179	Superoxide dismutase [Mn], mitochondrial	SOD2	-0.9603111288467545	0.2882517299076985
Row788	P04181	P04181	Ornithine aminotransferase, mitochondrial;Ornithine aminotransferase, hepatic form;Ornithine aminotransferase, renal form	OAT	-0.9359293155624542	0.0733140057487011
Row789	P04183	P04183	Thymidine kinase, cytosolic	TK1	-1.8514804499889692	0.040334008802294395
Row790	P04233	P04233	HLA class II histocompatibility antigen gamma chain	CD74	-0.30411644469136334	0.10636043947657854
Row791	P04350	P04350	Tubulin beta-4A chain	TUBB4A	-0.7428276088172154	0.07390405393104629
Row792	P04406	P04406	Glyceraldehyde-3-phosphate dehydrogenase	GAPDH	-0.8856421222119266	0.0289251277052572
Row793	P04424;H7C0S8	P04424	Argininosuccinate lyase	ASL	-1.1910826991775352	0.010620424471641219
Row794	P04440	P04440	HLA class II histocompatibility antigen, DP beta 1 chain	HLA-DPB1	-0.9424797961361158	0.06426331538773206
Row795	P04632;Q96L46	P04632	Calpain small subunit 1	CAPNS1	-0.7177209155520146	0.019226810922359484
Row796	Q8VZ87;P0CJ48;P04778	Q8VZ87;P0CJ48;P04778	Chlorophyll a-b binding protein 3, chloroplastic;Chlorophyll a-b binding protein 2, chloroplastic;Chlorophyll a-b binding protein 1, chloroplastic	LHCB1.2;LHCB1.1;LHCB1.3	3.0425972500721485	3.9156502541834944E-5
Row797	P04792	P04792	Heat shock protein beta-1	HSPB1	-0.6930650202326412	0.005280127265793079
Row798	P04818;Q05762;Q05763	P04818	Thymidylate synthase	TYMS	-1.0877819617474564	0.2071356081606823
Row799	P04843	P04843	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	RPN1	-0.7606143206091325	0.011747723102411402
Row800	P04844	P04844	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	RPN2	-0.6520574294211308	0.008171600990748606
Row801	P04899	P04899	Guanine nucleotide-binding protein G(i) subunit alpha-2	GNAI2	-0.47548845673532014	0.012429919786269492
Row802	Q99878;Q96KK5;Q9BTM1;Q93077;Q7L7L0;P20671;P0C0S8;P04908;REV__Q8NB25	Q99878;Q96KK5;Q9BTM1;Q93077;Q7L7L0;P20671;P0C0S8;P04908	Histone H2A type 1-J;Histone H2A type 1-H;Histone H2A.J;Histone H2A type 1-C;Histone H2A type 3;Histone H2A type 1-D;Histone H2A type 1;Histone H2A type 1-B/E	HIST1H2AJ;HIST1H2AH;H2AFJ;HIST1H2AC;HIST3H2A;HIST1H2AD;HIST1H2AG;HIST1H2AB	NA	NA
Row803	P05023;P13637;P50993;P20648	P05023	Sodium/potassium-transporting ATPase subunit alpha-1	ATP1A1	-0.7669572280398924	0.0119290437150176
Row804	P05107	P05107	Integrin beta-2	ITGB2	-1.0471478728727455	0.009033254995221882
Row805	P05114	P05114	Non-histone chromosomal protein HMG-14	HMGN1	-0.6174020433183642	0.011353124615264165
Row806	P05141;Q9H0C2	P05141	ADP/ATP translocase 2;ADP/ATP translocase 2, N-terminally processed	SLC25A5	-0.5695071931568911	0.006770438379940415
Row807	P05161	P05161	Ubiquitin-like protein ISG15	ISG15	-0.49400778198905826	0.0620475799371587
Row808	P05166	P05166	Propionyl-CoA carboxylase beta chain, mitochondrial	PCCB	-0.6346395578051549	0.7727670894990141
Row809	P05198;Q9FE78	P05198	Eukaryotic translation initiation factor 2 subunit 1	EIF2S1	-0.5492530962495543	0.011494338166434373
Row810	P05204	P05204	Non-histone chromosomal protein HMG-17	HMGN2	-0.8318744810822345	0.013000976033300374
Row811	P05362	P05362	Intercellular adhesion molecule 1	ICAM1	-1.1136640720643918	0.003458422882047298
Row812	P05386	P05386	60S acidic ribosomal protein P1	RPLP1	-0.35909033832450277	0.03710112836086236
Row813	P05387	P05387	60S acidic ribosomal protein P2	RPLP2	-0.641827244024622	0.010320741520998062
Row814	P05388;Q8NHW5	P05388;Q8NHW5	60S acidic ribosomal protein P0;60S acidic ribosomal protein P0-like	RPLP0;RPLP0P6	-0.652711315964428	0.027400739196907796
Row815	P05455	P05455	Lupus La protein	SSB	-0.643996138550115	0.0083534836829406
Row816	Q9FVP6;P05466	Q9FVP6;P05466	3-phosphoshikimate 1-carboxyvinyltransferase;3-phosphoshikimate 1-carboxyvinyltransferase, chloroplastic	F27K7.11	NA	NA
Row817	P05771;P17252;P05129	P05771;P17252;P05129	Protein kinase C beta type;Protein kinase C alpha type;Protein kinase C gamma type	PRKCB;PRKCA;PRKCG	-0.6452261170249436	0.07807885435229381
Row818	P06132	P06132	Uroporphyrinogen decarboxylase	UROD	-1.2782196686309106	0.2082488647499761
Row819	P06239	P06239	Tyrosine-protein kinase Lck	LCK	0.9661880201210131	0.3946000999274857
Row820	P06276	P06276	Cholinesterase	BCHE	-0.06287399447188591	0.8008861951071125
Row821	P06280	P06280	Alpha-galactosidase A	GLA	NA	NA
Row822	P06312	P06312	Ig kappa chain V-IV region	IGKV4-1	-0.30299166087348794	0.25067100734398656
Row823	P06454	P06454	Prothymosin alpha;Prothymosin alpha, N-terminally processed;Thymosin alpha-1	PTMA	-0.6916639060902021	0.007238882825722431
Row824	P06493;P24100	P06493	Cyclin-dependent kinase 1	CDK1	-0.6272294276324075	0.008973792255193767
Row825	P06576	P06576	ATP synthase subunit beta, mitochondrial	ATP5B	-0.4550081099194294	0.012820864713017167
Row826	P06730	P06730	Eukaryotic translation initiation factor 4E	EIF4E	-0.589110997555391	0.09006346775025652
Row827	P06733	P06733	Alpha-enolase	ENO1	-0.5101831229626939	0.010530558099678847
Row828	P06734	P06734	Low affinity immunoglobulin epsilon Fc receptor;Low affinity immunoglobulin epsilon Fc receptor membrane-bound form;Low affinity immunoglobulin epsilon Fc receptor soluble form	FCER2	-0.6218323748805652	0.014127665606614258
Row829	P06744;REV__O22897;Q8N196	P06744	Glucose-6-phosphate isomerase	GPI	-0.4557058113954575	0.01812580055767413
Row830	P06746	P06746	DNA polymerase beta	POLB	NA	NA
Row831	P06748	P06748	Nucleophosmin	NPM1	-0.5272814299110387	0.010079415420487656
Row832	P06753;P09493	P06753	Tropomyosin alpha-3 chain	TPM3	-0.9039770285835438	0.0025468155083564832
Row833	P06865	P06865	Beta-hexosaminidase subunit alpha	HEXA	NA	NA
