row ID	Protein IDs	Protein names	id	logFC	P.Value	adj.P.Val
Row729	P18846;P16220	Cyclic AMP-dependent transcription factor ATF-1;Cyclic AMP-responsive element-binding protein 1	1109	-2.25474429529649	3.251796623138104E-4	0.01010453013842493
Row730	P16401	Histone H1.5	1110	0.3769768233419306	0.15067544966196764	0.43607247784522396
Row731	P16402	Histone H1.3	1111			
Row732	P16403	Histone H1.2	1112	0.05016987806531503	0.6211618579178546	0.8193341396664463
Row733	P16435	NADPH--cytochrome P450 reductase	1113	0.3599365564510535	0.14597156550109425	0.430455617555466
Row734	P16455	Methylated-DNA--protein-cysteine methyltransferase	1114	0.8336233423609265	0.32081207454876587	0.6075620527646807
Row735	P16615;O14983	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2	1115	0.2891614643629943	0.09532917154308672	0.34745432298870094
Row736	P16885	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2	1116	0.3560288823155986	0.01680398245975197	0.14637406677316875
Row737	P16930	Fumarylacetoacetase	1117	0.891983261692733	0.1562068260616201	0.44296114364447886
Row738	P16949	Stathmin	1118	-0.5005311799066412	0.014362748838100061	0.13855828290872998
Row739	P16989	Y-box-binding protein 3	1120	-0.2541353266102995	0.12465345303827433	0.39875713875085766
Row740	P17066;P48741	Heat shock 70 kDa protein 6	1121	-0.031151978662183666	0.7590531254773568	0.888823810555001
Row741	P17096	High mobility group protein HMG-I/HMG-Y	1123	-0.008549046184921139	0.9318779557155996	0.9697058680098146
Row742	P17174	Aspartate aminotransferase, cytoplasmic	1124	0.09265635733576971	0.38545423926689293	0.6592473431725769
Row743	P17480	Nucleolar transcription factor 1	1125	0.15899027719596504	0.7166173228853561	0.8693394955991163
Row744	P17568	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7	1126	-0.3763177595848788	0.025080344721351063	0.17544354885646526
Row745	P17612;P22694;P22612	cAMP-dependent protein kinase catalytic subunit alpha;cAMP-dependent protein kinase catalytic subunit beta	1127	0.8425896919982172	0.006678187721499404	0.08571308762550539
Row746	P17693	HLA class I histocompatibility antigen, alpha chain G	1128	-0.42269780740134166	0.12635185545972444	0.40092394456942626
Row747	P17706	Tyrosine-protein phosphatase non-receptor type 2	1129	0.21558550639346308	0.5081022922097715	0.7594521349889851
Row748	P17812;Q9NRF8	CTP synthase 1	1131	0.27876403583671205	0.17214331457810766	0.45593904356740855
Row749	P17844	Probable ATP-dependent RNA helicase DDX5	1132	0.0672222216257552	0.5126905050464272	0.7623473583887742
Row750	P17858	ATP-dependent 6-phosphofructokinase, liver type	1133	-0.10973299323862662	0.7197627194109073	0.8693697003686573
Row751	P17931	Galectin-3	1134	0.5386668005612165	0.11555096966270618	0.3849960072734861
Row752	P17980	26S protease regulatory subunit 6A	1135	-0.2563080789296137	0.2803730235020225	0.5745213380460699
Row753	P17987	T-complex protein 1 subunit alpha	1136	-0.1113343680383494	0.46046771413098536	0.7236244383614027
Row754	P18031;REV__Q9Y3U8;REV__Q8IX04	Tyrosine-protein phosphatase non-receptor type 1	1137	-0.12825465627690136	0.44891783724050294	0.7144691100457198
Row755	P18074	TFIIH basal transcription factor complex helicase XPD subunit	1138			
Row756	P18077	60S ribosomal protein L35a	1139	0.11273858917556723	0.5309807196900377	0.7732370881495743
Row757	P18085	ADP-ribosylation factor 4	1140	-0.5827178033862062	0.008758771767118166	0.10260275498624137
Row758	P18124;F4KDI6	60S ribosomal protein L7	1141	-0.016576717849577705	0.8701131969289162	0.9451057008457786
Row759	P18206	Vinculin	1142	0.7347430611754966	0.05917094432288053	0.27791179207864425
Row760	P18583	Protein SON	1143	0.13849881700644318	0.603678332433313	0.8133539193715837
Row761	P18615	Negative elongation factor E	1145	-0.6410000583749067	0.05003512929910886	0.25528198048583606
Row762	P18669;P15259;Q8N0Y7	Phosphoglycerate mutase 1	1146	0.07218263814226233	0.519870399355973	0.7669452368310007
Row763	P18754;Q5T7V8	Regulator of chromosome condensation	1147	0.09259371986539833	0.48792091686973815	0.7479390122517947
Row764	P18858	DNA ligase 1	1148	-0.8746708085460106	0.39126463689473323	0.6662753449026816
Row765	P18859	ATP synthase-coupling factor 6, mitochondrial	1149	-0.2322433934673782	0.32839738270393504	0.6139512816605549
Row766	P18887	DNA repair protein XRCC1	1150	0.1769501320001261	0.5267450901115819	0.7724547968253302
Row767	P19105	Myosin regulatory light chain 12A	1151	0.042755907225195955	0.7384534562369103	0.8805926631273049
Row768	P19256	Lymphocyte function-associated antigen 3	1152	0.8210534487554	0.14227502815345075	0.42423826576665313
Row769	P19338	Nucleolin	1153	0.1259464183334842	0.3150828791575488	0.6035851130909046
Row770	P19367;Q2TB90	Hexokinase-1	1155	-0.37889305005318263	0.3447460004150005	0.6247330836249733
Row771	P19387	DNA-directed RNA polymerase II subunit RPB3	1156	-3.160754487029891	0.024294699682110815	0.17118842563019432
Row772	P19388;O81098	DNA-directed RNA polymerases I, II, and III subunit RPABC1	1157	1.3945035667699415	0.05069652205914042	0.2571411221968772
Row773	P19397	Leukocyte surface antigen CD53	1158	-0.20532344814120052	0.17403970709411964	0.45790126144549126
Row774	P19404	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	1159	0.39466584846682196	0.16346783316380564	0.45225589831260943
Row775	P19484	Transcription factor EB	1161	-6.951580642049862	1.640352285671585E-5	0.001241620499308338
Row776	P19525	Interferon-induced, double-stranded RNA-activated protein kinase	1162	-0.08777667928672273	0.5623523484671039	0.7916376407605583
Row777	P19623	Spermidine synthase	1163	-0.1440636276647247	0.29733427299131404	0.5886859650371288
Row778	P19784	Casein kinase II subunit alpha	1164	-0.48741369178809535	0.09990958885820254	0.3579595068284886
Row779	P19838	Nuclear factor NF-kappa-B p105 subunit;Nuclear factor NF-kappa-B p50 subunit	1165	-0.2842000520729364	0.2746086389259406	0.570474807958745
Row780	P19878	Neutrophil cytosol factor 2	1166	0.029005081047099424	0.932801975199431	0.9697058680098146
Row781	P20020;P23634;Q16720	Plasma membrane calcium-transporting ATPase 1	1167	-0.5739595815093317	0.2518412115308969	0.5442425010535927
Row782	P20023	Complement receptor type 2	1168	0.35891007491947136	0.08937779909741889	0.33873059237325504
Row783	P20036	HLA class II histocompatibility antigen, DP alpha 1 chain	1169	-0.1066543412005565	0.41322466892112764	0.6833833180141001
Row784	P20042	Eukaryotic translation initiation factor 2 subunit 2	1170	-0.07336794233588151	0.549527973094708	0.7851919538119932
Row785	P20073	Annexin A7	1171	0.17090589947373758	0.4386781754061539	0.7091437985197684
Row786	P20248	Cyclin-A2	1173			
Row787	P20273	B-cell receptor CD22	1174	-0.32223773854468263	0.05863609783461415	0.27650760512425077
Row788	P20290	Transcription factor BTF3	1175	0.24643582169220224	0.08248236185317573	0.3277091954112715
Row789	P20292	Arachidonate 5-lipoxygenase-activating protein	1176	-0.6220605855053947	0.0024571204065176747	0.04422816731731814
Row790	P20339	Ras-related protein Rab-5A	1177	-0.05931701892666297	0.8769028933227884	0.9485589377386849
Row791	P20340;Q9NRW1;Q53S08	Ras-related protein Rab-6A	1178	-0.5019018438648395	0.009277005907461833	0.10710590973085014
Row792	P20591;P20592	Interferon-induced GTP-binding protein Mx1;Interferon-induced GTP-binding protein Mx1, N-terminally processed	1180	0.14466697460098743	0.24852208640937254	0.5406509937204129
Row793	P20618	Proteasome subunit beta type-1	1181	0.05678924152608644	0.632819258149671	0.8254893725399155
Row794	P20645	Cation-dependent mannose-6-phosphate receptor	1182	-0.400670185137173	0.248285412297083	0.5406509937204129
Row795	P20674	Cytochrome c oxidase subunit 5A, mitochondrial	1184	-1.0524058056015697	0.04794172161837931	0.24872401092698723
Row796	P20700	Lamin-B1	1185	-0.11246811679124846	0.33775976289933896	0.6207236462048433
Row797	P20701	Integrin alpha-L	1186	-2.218752769167015	3.8458187336173796E-4	0.011130251864351475
Row798	P20810	Calpastatin	1187	-1.9045969730900794	7.005616340022025E-4	0.0175259147760551
Row799	P20839	Inosine-5-monophosphate dehydrogenase 1	1188	0.13283850465569813	0.3924014876324639	0.667323440677205
Row800	P20936	Ras GTPase-activating protein 1	1189	0.021671605745758882	0.88257213884374	0.9522488866471932
Row801	P21127;Q9UQ88;Q9CAG1;Q13882	Cyclin-dependent kinase 11B;Cyclin-dependent kinase 11A	1190	-0.0016462439791133932	0.9944673402305431	0.9981868712548667
Row802	P21281;P15313	V-type proton ATPase subunit B, brain isoform	1195	-0.2635827546919529	0.13849729095909763	0.4180409027722456
Row803	P21283	V-type proton ATPase subunit C 1	1196	0.8509221511452836	0.054131845301045645	0.2654438659944962
Row804	P21291	Cysteine and glycine-rich protein 1	1197	0.7545431629441026	0.12008040916045615	0.39386374204629615
Row805	P21333	Filamin-A	1198	0.1655873903374001	0.1434090903044305	0.42589384637853767
Row806	P21399	Cytoplasmic aconitate hydratase	1199	-0.14529996261111222	0.2204448680085658	0.5112419012984575
Row807	P21796	Voltage-dependent anion-selective channel protein 1	1200	0.012863213636670423	0.9056898960362607	0.9621967237384741
Row808	P21912	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	1201	-0.3934463494848437	0.1866699844764959	0.4709827300637743
Row809	P21953	2-oxoisovalerate dehydrogenase subunit beta, mitochondrial	1202			
Row810	P21964	Catechol O-methyltransferase	1203	0.20642842226208558	0.46202243431645096	0.7243176984079465
Row811	P22033	Methylmalonyl-CoA mutase, mitochondrial	1204	-0.3930632658069939	0.740298822587852	0.880839227843345
Row812	P22059;Q969R2	Oxysterol-binding protein 1	1205	1.295079595675979	0.3372315168397641	0.6207236462048433
Row813	P22061	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	1206			
Row814	P22087	rRNA 2-O-methyltransferase fibrillarin	1207	-0.16492656673338857	0.25448551313933393	0.547884417122666
Row815	P22090	40S ribosomal protein S4, Y isoform 1	1208	-2.934052842235655	6.159410921484765E-4	0.015810940034976545
Row816	P22102	Trifunctional purine biosynthetic protein adenosine-3;Phosphoribosylamine--glycine ligase;Phosphoribosylformylglycinamidine cyclo-ligase;Phosphoribosylglycinamide formyltransferase	1209	-0.026176761442645358	0.8310069682317412	0.9250448062276523
Row817	P22234;A3KPF3	Multifunctional protein ADE2;Phosphoribosylaminoimidazole-succinocarboxamide synthase;Phosphoribosylaminoimidazole carboxylase	1210	0.14282317490573604	0.2957244888701208	0.5875188595505833
Row818	P22307	Non-specific lipid-transfer protein	1211	0.22258864625532837	0.27885575694875947	0.5735447660778195
Row819	P22314	Ubiquitin-like modifier-activating enzyme 1	1212	-0.004315228676723848	0.9676839393800674	0.9853752980510379
Row820	P22392	Nucleoside diphosphate kinase B	1213	-0.08343443851171628	0.5312133739481302	0.7732370881495743
Row821	P22570;Q8L9B5	NADPH:adrenodoxin oxidoreductase, mitochondrial	1214	0.09825722414892013	0.6387083346327929	0.8284125675905116
Row822	P22626	Heterogeneous nuclear ribonucleoproteins A2/B1	1215	-0.18092743815188683	0.1655910565616787	0.45271079750851534
Row823	P22681;Q13191	E3 ubiquitin-protein ligase CBL	1216	-0.9300066494869945	0.6092351558702862	0.815163449918845
Row824	P22695	Cytochrome b-c1 complex subunit 2, mitochondrial	1217	-0.07082023035221141	0.7504078614899481	0.8850195793521082
Row825	P22830	Ferrochelatase, mitochondrial	1218	-0.6016343144142411	0.17124122204953898	0.45559127551519824
Row826	P23193;Q15560	Transcription elongation factor A protein 1	1221	0.35661639188463923	0.03343323661645456	0.2014181928403548
Row827	P23246	Splicing factor, proline- and glutamine-rich	1222	-0.15155802957373865	0.3802088633151392	0.65590625284583
Row828	P23258;Q9NRH3	Tubulin gamma-1 chain;Tubulin gamma-2 chain	1223	0.20525730577108448	0.31766492521952644	0.6052605697505139
Row829	P23284	Peptidyl-prolyl cis-trans isomerase B	1224	-0.045723432503056216	0.675244794938888	0.8464215009170265
Row830	P23368;Q16798	NAD-dependent malic enzyme, mitochondrial	1226	0.06803515001276494	0.6117688288534205	0.8160603627543143
Row831	P23381	Tryptophan--tRNA ligase, cytoplasmic;T1-TrpRS;T2-TrpRS	1227	-0.1369160130246776	0.28033364913852493	0.5745213380460699
Row832	P23396	40S ribosomal protein S3	1228	-0.14900933657796855	0.18233173078071968	0.46440316588842495
Row833	P23434;A0A1W2PPQ1;A0A1W2PS29	Glycine cleavage system H protein, mitochondrial	1229			
Row834	P23458	Tyrosine-protein kinase JAK1	1230	-0.6495929870696635	0.5486599763382043	0.7851919538119932
Row835	P23497	Nuclear autoantigen Sp-100	1231	0.16092362976891295	0.21122515504080533	0.500430704398441
Row836	P23526	Adenosylhomocysteinase	1232	-0.03701442292535617	0.7540044494258955	0.8864281699343861
Row837	P23528;Q9Y281	Cofilin-1	1233	7.295645809033498	1.2127077877065407E-5	0.0010529157027381495
Row838	P23588	Eukaryotic translation initiation factor 4B	1235	0.12434720478352901	0.44384903273552795	0.71291449592363
Row839	P23610	Factor VIII intron 22 protein	1236			
Row840	P23786	Carnitine O-palmitoyltransferase 2, mitochondrial	1238	-0.051864564897694976	0.9143216242755678	0.9629925517642998
Row841	P23919	Thymidylate kinase	1239	-0.6772521744291637	0.02998088631971232	0.1893634086617281
Row842	P23921;Q9SJ20	Ribonucleoside-diphosphate reductase large subunit	1240	0.1522208442915982	0.2645636996236488	0.5567897529501327
Row843	P24386	Rab proteins geranylgeranyltransferase component A 1	1241			
Row844	P24534	Elongation factor 1-beta	1242	-0.08518024085456233	0.6455309458757498	0.831779725982197
Row845	P24539	ATP synthase F(0) complex subunit B1, mitochondrial	1243	0.07653889614788412	0.4825139267074492	0.7438021470706997
Row846	P24666	Low molecular weight phosphotyrosine protein phosphatase	1245	0.16474205096887928	0.4227590260877033	0.6921711841435941
Row847	P24752	Acetyl-CoA acetyltransferase, mitochondrial	1246	0.022241843881175782	0.8854763513094546	0.9529651629187872
Row848	P24928;P18616	DNA-directed RNA polymerase II subunit RPB1	1248	0.970733508950687	0.09283872771374221	0.34607607286036096
Row849	P24941;Q00526	Cyclin-dependent kinase 2	1249	0.18956451850687372	0.4774633888197941	0.7401774305788584
Row850	P25098;P35626;Q38954	Beta-adrenergic receptor kinase 1	1250	-0.27009285942691363	0.09249137329474769	0.34605137384802936
Row851	P25205	DNA replication licensing factor MCM3	1251	0.012424988895688216	0.9314481753285467	0.9697058680098146
Row852	P25208	Nuclear transcription factor Y subunit beta	1252			
Row853	P25325;Q07001	3-mercaptopyruvate sulfurtransferase	1253	0.15003314009378954	0.6272600790911106	0.8219331382799173
Row854	P25398	40S ribosomal protein S12	1254	-0.001033382150620099	0.9917132122518122	0.9970592595211897
Row855	P25440	Bromodomain-containing protein 2	1255	-1.2985230544039013	0.17826530086593612	0.46058735798607336
Row856	P25445	Tumor necrosis factor receptor superfamily member 6	1256	0.3249973857624404	0.2746073610564832	0.570474807958745
Row857	P25490;O15391;Q96MM3	Transcriptional repressor protein YY1	1257	3.670847919861611	2.3293215081065622E-6	3.516306318509137E-4
Row858	P25685;Q9UDY4;Q9LZK5	DnaJ homolog subfamily B member 1	1258	0.5073644418412009	0.12634649674873974	0.40092394456942626
Row859	P25705;F4J0F5;Q9LK19;REV__Q9Y5A7;REV__O00522;REV__Q8RWB8	ATP synthase subunit alpha, mitochondrial	1263	-0.253394419847929	0.06676209032490688	0.29409222667603513
Row860	P25786;B4DEV8	Proteasome subunit alpha type-1	1264	0.17669056597583932	0.1490631244513049	0.4331046686813505
Row861	P25787	Proteasome subunit alpha type-2	1265	0.4034383036007583	0.034536221938894364	0.2047207372763377
Row862	P25788;REV__Q588V7	Proteasome subunit alpha type-3	1266	0.02754901423292111	0.874553068320743	0.9479247712428034
Row863	P25789	Proteasome subunit alpha type-4	1267	-0.09041604412559678	0.489206528460401	0.7482578611477222
Row864	P25942	Tumor necrosis factor receptor superfamily member 5	1277			
Row865	P26010	Integrin beta-7	1278	1.3525910044157996	0.034139640381984984	0.20359868262752429
Row866	P26038	Moesin	1279	0.08100090959246131	0.4210600389444474	0.6916912826733493
Row867	P26196;Q9M2E0;Q8RXK6;Q94BV4	Probable ATP-dependent RNA helicase DDX6	1280	0.06172000964419766	0.5899597011458948	0.8050304415000575
Row868	P26358	DNA (cytosine-5)-methyltransferase 1	1281	0.2332966445231719	0.12042009005624335	0.3941021129113419
Row869	P26368	Splicing factor U2AF 65 kDa subunit	1282	0.3898345185070866	0.09359965935069059	0.34607607286036096
Row870	P26373	60S ribosomal protein L13	1283	0.03891907419506069	0.7161954757518818	0.8693293768172513
Row871	P26440;Q9SWG0	Isovaleryl-CoA dehydrogenase, mitochondrial	1284	0.018873207940075076	0.9611165032855685	0.9817356116605531
Row872	P26583	High mobility group protein B2	1286	-0.10300321211379782	0.4071395103451605	0.6805823594457729
Row873	P26599	Polypyrimidine tract-binding protein 1	1287	-0.04418781878572631	0.66713903873942	0.8401232183601224
Row874	P26639;A2RTX5	Threonine--tRNA ligase, cytoplasmic	1288	-0.05583446063620201	0.6097157511588109	0.815163449918845
Row875	P26640	Valine--tRNA ligase	1289	0.07791097823107407	0.657918554640929	0.8388932184149889
Row876	P26641	Elongation factor 1-gamma	1290	0.039115680812368936	0.6995408430051115	0.861512127055106
Row877	P26885	Peptidyl-prolyl cis-trans isomerase FKBP2	1291	-0.3438982174761911	0.11694945027734588	0.3868455829162029
Row878	P27037	Activin receptor type-2A	1292			
Row879	P27105	Erythrocyte band 7 integral membrane protein	1293	-0.3578717371477218	0.052885489761504784	0.26282485820869045
Row880	P27348	14-3-3 protein theta	1296	-0.22514381027764685	0.11732820303162231	0.3868455829162029
Row881	P27361	Mitogen-activated protein kinase 3	1297	0.5706528485264357	0.34970928505180304	0.6295466604451304
Row882	P27448	MAP/microtubule affinity-regulating kinase 3	1298			
Row883	P27449	V-type proton ATPase 16 kDa proteolipid subunit	1299	-0.45008974443152283	0.6339086835413337	0.8255770778755979
Row884	P27635;Q96L21	60S ribosomal protein L10;60S ribosomal protein L10-like	1301	-0.10348139462983497	0.33963884267521655	0.6218246232258399
Row885	P27694;P29597	Replication protein A 70 kDa DNA-binding subunit;Replication protein A 70 kDa DNA-binding subunit, N-terminally processed	1302	-0.3279350753914976	0.19377035346047305	0.47988071390833037
Row886	P27695	DNA-(apurinic or apyrimidinic site) lyase;DNA-(apurinic or apyrimidinic site) lyase, mitochondrial	1303	0.007843132338607006	0.9364412130242021	0.9697058680098146
Row887	P27701	CD82 antigen	1304	0.07247901827145498	0.719762492931391	0.8693697003686573
Row888	P27707	Deoxycytidine kinase	1305	0.49704570622725797	0.01411017272434749	0.13746940555205872
Row889	P27708;P31327	CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase	1306	0.13412711894305573	0.24378536774022963	0.5355855519735921
Row890	P27797;Q8L4J2	Calreticulin	1307	0.09001495640875135	0.39296250925556797	0.6676498449660948
Row891	P27816	Microtubule-associated protein 4	1308	0.006310571867732762	0.9634146720682168	0.9830626035068704
Row892	P27824	Calnexin	1309	0.03773267152624982	0.703652660366949	0.8636934109784754
Row893	P27986	Phosphatidylinositol 3-kinase regulatory subunit alpha	1310	-1.1587605453472527	0.07830019513335398	0.3153372115056766
Row894	P28062	Proteasome subunit beta type-8	1311	1.5061537990060145	4.8483615728205613E-4	0.013761887849006053
Row895	P28065	Proteasome subunit beta type-9	1312	-0.1433702909616663	0.37431650225742824	0.6530263168839661
Row896	P28066	Proteasome subunit alpha type-5	1313	-0.1543164664109966	0.17930039812396625	0.461801747363429
Row897	P28068;F6UB75	HLA class II histocompatibility antigen, DM beta chain	1314	1.184811041323023	0.025281628979438548	0.1762986122207635
Row898	P28070	Proteasome subunit beta type-4	1315	0.42725148306675464	0.16019704971279541	0.4491764304175116
Row899	P28072	Proteasome subunit beta type-6	1316	0.4712551650673724	0.26543158730183347	0.5576897122526778
Row900	P28074	Proteasome subunit beta type-5	1317	0.35279716866506305	0.18967155227384988	0.4754660950051329
Row901	P28288	ATP-binding cassette sub-family D member 3	1319	1.0324497864520303	0.09727194905373394	0.3514648636555968
Row902	P28289	Tropomodulin-1	1320	-0.22962095942357053	0.4469458849259733	0.7139728681366484
Row903	P28331	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	1322	-0.20431735972919185	0.30145933339785413	0.5902308729165168
Row904	P28340;M0R3H8;Q9LVN7	DNA polymerase delta catalytic subunit	1323	0.2834868452719945	0.5096495463090706	0.7609941632293253
Row905	P28482;Q9LQQ9;Q39025;Q9M1Z5;Q39026;P31152;Q16659	Mitogen-activated protein kinase 1	1324	0.3060163862738996	0.30017117565418233	0.5899502733230002
Row906	P28676	Grancalcin	1326	-0.385837202247334	0.27905469272189565	0.5735447660778195
Row907	P28838	Cytosol aminopeptidase	1328	0.09518948579600561	0.393971636741137	0.6676498449660948
Row908	P29083	General transcription factor IIE subunit 1	1329	0.6068428956766709	0.2581553108581893	0.5503771592164202
Row909	P29084	Transcription initiation factor IIE subunit beta	1330			
Row910	P29144	Tripeptidyl-peptidase 2	1331	0.19941746477585198	0.10226493046963091	0.36371816234500054
Row911	P29218	Inositol monophosphatase 1	1333	-0.19839202066041395	0.589392065390764	0.8050304415000575
Row912	P29350	Tyrosine-protein phosphatase non-receptor type 6	1334	0.0905934561739059	0.5786168001016567	0.8005323215953222
Row913	P29353	SHC-transforming protein 1	1335	-0.9937128901596815	0.034358299691370164	0.20428483434657677
Row914	P29372	DNA-3-methyladenine glycosylase	1336	0.7335628471226237	0.06385080023737423	0.28602058012250187
Row915	P29375	Lysine-specific demethylase 5A	1337			
Row916	P29401	Transketolase	1339	0.020085442080745253	0.8494770435374749	0.9367412149879066
Row917	P29590	Protein PML	1347	-0.8260583245977386	0.08310985247396684	0.32894258020100287
Row918	P29692;REV__Q6DR20	Elongation factor 1-delta	1348	-0.01397585564141579	0.8929932830642378	0.9568479426799966
Row919	P29728	2-5-oligoadenylate synthase 2	1349	-0.22850147167840618	0.6615097130073673	0.8388932184149889
Row920	P29966	Myristoylated alanine-rich C-kinase substrate	1350	0.08760875448139771	0.4871000382779288	0.7477479526762589
Row921	P30038	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial	1352			
Row922	P30040	Endoplasmic reticulum resident protein 29	1353	1.9429703603067523	8.943824968466921E-5	0.003991785055066122
Row923	P30041	Peroxiredoxin-6	1354	-0.13219272321867948	0.48966807340760543	0.7485759465040142
Row924	P30042	ES1 protein homolog, mitochondrial	1355	0.8628411762531947	0.055056781554558246	0.2695317067148523
Row925	P30043	Flavin reductase (NADPH)	1356	-0.27019413141199067	0.5041258476726751	0.7565732091152704
Row926	P30044	Peroxiredoxin-5, mitochondrial	1357	-0.11822886263909282	0.3186229422060632	0.6052605697505139
Row927	P30046;A6NHG4	D-dopachrome decarboxylase;D-dopachrome decarboxylase-like protein	1358	2.553403063860312	1.775122890067498E-5	0.001274374935836361
Row928	P30048	Thioredoxin-dependent peroxide reductase, mitochondrial	1359	-0.16911521204418278	0.4171687326978833	0.6875946951000288
Row929	P30049	ATP synthase subunit delta, mitochondrial	1360	-0.5506700726339133	0.0028243870524257276	0.04850056671551172
Row930	P30050	60S ribosomal protein L12	1361	0.03252336886600915	0.7522143131313792	0.8860880496264292
Row931	P30084	Enoyl-CoA hydratase, mitochondrial	1362	0.009608488076764843	0.9576425071943203	0.9792035612184391
Row932	P30085;B3H4S0;Q8VY84;Q6NMK6	UMP-CMP kinase	1363	-0.20436007330089367	0.20008115860753076	0.4851891276928366
Row933	P30086	Phosphatidylethanolamine-binding protein 1;Hippocampal cholinergic neurostimulating peptide	1364	-0.020577170503134568	0.8786957909479721	0.9494546028105468
Row934	P30101	Protein disulfide-isomerase A3	1365	0.16096544639982113	0.15870154527164113	0.4474922170225753
Row935	P30153;REV__Q9CAP3	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	1366	0.15618580588478181	0.6599114136710451	0.8388932184149889
Row936	P30154	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform	1367	-1.0988040010141695	0.018091061143510605	0.15128842066754475
Row937	P30260	Cell division cycle protein 27 homolog	1370			
Row938	P30405;REV__Q9LV03;Q6BAA4	Peptidyl-prolyl cis-trans isomerase F, mitochondrial	1371	-0.04984501054495993	0.7276531334696794	0.8765446089333458
Row939	P30419;O60551	Glycylpeptide N-tetradecanoyltransferase 1	1372	0.08297076197379027	0.7197485673399757	0.8693697003686573
Row940	P30511	HLA class I histocompatibility antigen, alpha chain F	1373			
Row941	P30519	Heme oxygenase 2	1374	0.5213453458657575	0.3759663771068473	0.6530263168839661
Row942	P30520;REV__Q8LGU6;Q8N142	Adenylosuccinate synthetase isozyme 2	1375	0.20397216059827983	0.6189982993327745	0.8182584748634107
Row943	P30566;A0A1W2PRX2	Adenylosuccinate lyase	1376	-0.32181479532190593	0.29403737068908725	0.5861062004383862
Row944	P30626	Sorcin	1377	0.586450201543876	0.22233304969225678	0.5129320475597541
Row945	P30825;P52569	High affinity cationic amino acid transporter 1	1378			
Row946	P30837;P00352;P47895;P05091;O94788	Aldehyde dehydrogenase X, mitochondrial	1379	-0.18879605787256537	0.6115329755159571	0.8160603627543143
Row947	P30876;P38420;F4I366;Q9LV32;Q9LK40	DNA-directed RNA polymerase II subunit RPB2	1380	0.3162690754662876	0.1729466106162331	0.45624521406534413
Row948	P31040	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	1381	0.4285158226915442	0.1122290832486602	0.37960730988274793
Row949	P31146;REV__Q02818;O23266	Coronin-1A	1382	0.1385856300831847	0.2080915528628944	0.495392148428439
Row950	P31150	Rab GDP dissociation inhibitor alpha	1383	0.2807764196196132	0.6505487512857021	0.836843097487357
Row951	P31153;Q00266	S-adenosylmethionine synthase isoform type-2	1384	-0.0851331477476549	0.4572294456953934	0.7210782528568279
Row952	P31350;A0A286YFD6;Q7LG56;Q9LSD0;P50651	Ribonucleoside-diphosphate reductase subunit M2	1390	-0.2559023868181498	0.16806985201825547	0.4537760214308266
Row953	P31483	Nucleolysin TIA-1 isoform p40	1392			
Row954	P31689;REV__Q5VTR2	DnaJ homolog subfamily A member 1	1393	-0.05945388664913054	0.667374304557753	0.8401232183601224
Row955	P31749	RAC-alpha serine/threonine-protein kinase	1394	0.5391093122194377	0.42235360960370866	0.6918911518036337
Row956	P31751	RAC-beta serine/threonine-protein kinase	1395			
Row957	P31930	Cytochrome b-c1 complex subunit 1, mitochondrial	1396	0.4515669445647923	0.023273943465276604	0.16757239294999154
Row958	P31937	3-hydroxyisobutyrate dehydrogenase, mitochondrial	1397			
Row959	P31939	Bifunctional purine biosynthesis protein PURH;Phosphoribosylaminoimidazolecarboxamide formyltransferase;IMP cyclohydrolase	1398	0.049286285984379674	0.6272302285676454	0.8219331382799173
Row960	P31942	Heterogeneous nuclear ribonucleoprotein H3	1399	-0.0924103621894865	0.4640882177314171	0.7257598417109811
Row961	P31943;Q9NQA5	Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H, N-terminally processed	1400	-0.06431860937732736	0.5849128905582687	0.804346230896792
Row962	P31946	14-3-3 protein beta/alpha;14-3-3 protein beta/alpha, N-terminally processed	1401	-0.12550722542453485	0.2673395458026728	0.5594700821339262
Row963	P31947	14-3-3 protein sigma	1402	0.012592671097838348	0.8979688135369406	0.9586994349226216
Row964	P31948;Q5XEP2;Q9LNB6	Stress-induced-phosphoprotein 1	1403	-0.09517891125004496	0.407590067360525	0.6807889516877946
Row965	P32019	Type II inositol 1,4,5-trisphosphate 5-phosphatase	1405	-8.677331212773833	1.9814389749799205E-6	3.440710502435721E-4
Row966	P32119	Peroxiredoxin-2	1406	0.0019795635857136062	0.9853118742810792	0.9944763295684818
